Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-05-28,08:00:00,CNR5182831100,Success,621950,Prime Sedan,Anna Nagar,Mogappair,2.87,14.81,0,NULL,0,NULL,0,NULL,214.1721858,6.77,4,3.8
2025-05-14,22:00:00,CNR5144341066,Success,696613,Prime SUV,Koyambedu,Velachery,5.64,14.14,0,NULL,0,NULL,0,NULL,119.7643111,14.62,3.8,3.5
2025-05-29,01:00:00,CNR9064821423,Success,798337,Prime SUV,Madipakkam,Velachery,8.15,12.98,0,NULL,0,NULL,0,NULL,917.29,23.03,3.7,4
2025-05-13,17:00:00,CNR3247488047,Success,595284,Prime Plus,Siruseri,Koyambedu,4.98,5.8,0,NULL,0,NULL,0,NULL,433.83,24.57,4.5,5
2025-05-23,20:00:00,CNR9161708934,Cancelled by Customer,990338,Prime SUV,Avadi,Ashok Nagar,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-19,21:00:00,CNR7639239893,Success,158004,Bike,Madipakkam,Kodambakkam,8.64,2.67,0,NULL,0,NULL,0,NULL,445.4089867,4.7,4.4,4.3
2025-05-11,21:00:00,CNR2785273666,Success,485342,Prime SUV,Ambattur,T Nagar,6.27,4.27,0,NULL,0,NULL,0,NULL,405.09,5.98,4.7,4.6
2025-05-24,19:00:00,CNR6980162551,Success,907289,Prime Sedan,Adyar,Pammal,6.27,4.63,0,NULL,0,NULL,0,NULL,500.6067409,22.75,4.7,4.9
2025-05-18,21:00:00,CNR9737342596,Success,242937,Prime Sedan,Sholinganallur,Nungambakkam,6.92,3.03,0,NULL,0,NULL,0,NULL,468.97,6.01,3.7,3.7
2025-05-26,18:00:00,CNR8561281516,Cancelled by Driver,685015,Prime Plus,Pammal,Kelambakkam,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-15,20:00:00,CNR1058214162,Success,769215,Auto,Besant Nagar,Porur,4.24,7.13,0,NULL,0,NULL,0,NULL,337.15,11.3,4.4,4.1
2025-05-30,02:00:00,CNR9622438658,Success,634107,eBike,Ashok Nagar,Adyar,6.48,7.71,0,NULL,0,NULL,0,NULL,679.373245,29.82,4.2,3.6
2025-05-12,17:00:00,CNR8458639802,Success,160836,Prime SUV,Thoraipakkam,Pallavaram,9.77,5.02,0,NULL,0,NULL,0,NULL,609.2721901,15.43,3.6,5
2025-05-04,20:00:00,CNR8130598409,Cancelled by Driver,676121,Prime Sedan,Broadway,Guindy,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-06,18:00:00,CNR3993034132,Success,259346,eBike,Ashok Nagar,Velachery,8.03,8.62,0,NULL,0,NULL,0,NULL,642.41,12.1,4.6,4.2
2025-05-10,04:00:00,CNR2399126778,Success,556174,eBike,Thiruvanmiyur,Royapettah,4.66,14.8,0,NULL,0,NULL,0,NULL,208.53,2.89,3.9,4.6
2025-05-07,11:00:00,CNR3007210041,Success,804269,eBike,Thoraipakkam,Pallavaram,9.48,12.67,0,NULL,0,NULL,0,NULL,187.355037,20.53,3.6,3.8
2025-05-22,07:00:00,CNR5331034338,Cancelled by Driver,132793,Bike,Broadway,Kotturpuram,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-02,20:00:00,CNR5856200787,Incomplete,417244,Prime Sedan,Broadway,Manapakkam,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-28,02:00:00,CNR3421718200,Success,165659,Prime Sedan,Broadway,Mount Road,7.82,7.79,0,NULL,0,NULL,0,NULL,352.36,18.13,3.5,4.4
2025-05-15,19:00:00,CNR9565117078,Success,970105,Auto,Washermanpet,Egmore,6.21,4.74,0,NULL,0,NULL,0,NULL,1096.118077,28.01,4.9,4.7
2025-05-10,16:00:00,CNR7318363235,Incomplete,231581,Bike,Madipakkam,Chromepet,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-04,19:00:00,CNR8166803382,Success,936593,eBike,Perambur,Semmancheri,5.5,5.67,0,NULL,0,NULL,0,NULL,147.2895492,5.63,4.5,3.8
2025-05-16,18:00:00,CNR8898920380,Success,363990,Auto,Anna Nagar,Siruseri,6.3,3.59,0,NULL,0,NULL,0,NULL,983.79579,21.73,4.4,4.2
2025-05-06,21:00:00,CNR2573760330,Cancelled by Driver,738608,Prime Sedan,Parrys,Anna Nagar,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-18,20:00:00,CNR9171195880,Success,510946,eBike,Nanganallur,Porur,9.73,14.21,0,NULL,0,NULL,0,NULL,209.7430531,4.88,3.7,4.4
2025-05-13,16:00:00,CNR2014926649,Success,886668,Mini,Choolaimedu,Nanganallur,4.07,11.06,0,NULL,0,NULL,0,NULL,890.7769909,16.09,4.3,4.7
2025-05-10,14:00:00,CNR2413364908,Success,555363,Bike,Adyar,Korattur,9.89,13.27,0,NULL,0,NULL,0,NULL,422.9678554,19.87,4.5,4
2025-05-25,08:00:00,CNR9801790575,Success,151412,Mini,Tambaram,Madipakkam,5.91,4.59,0,NULL,0,NULL,0,NULL,1017.039869,12.12,3.7,4.9
2025-05-19,13:00:00,CNR5640420146,Success,289086,Prime SUV,Thiruvanmiyur,Velachery,4.46,7.5,0,NULL,0,NULL,0,NULL,186.5393847,6.06,3.6,3.9
2025-05-25,04:00:00,CNR8221251759,Cancelled by Driver,728660,Bike,Madipakkam,Pallavaram,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,04:00:00,CNR3438676029,Incomplete,444485,Mini,Velachery,T Nagar,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-21,05:00:00,CNR5704258134,Success,139325,Prime Plus,Besant Nagar,Nanganallur,5.85,10.95,0,NULL,0,NULL,0,NULL,418.5217193,2.86,4,3.9
2025-05-20,07:00:00,CNR2528361997,Success,535818,Mini,Sholinganallur,Besant Nagar,8.1,2.61,0,NULL,0,NULL,0,NULL,182.2426528,29.14,3.6,3.6
2025-05-12,18:00:00,CNR6694692085,Cancelled by Driver,534322,eBike,Kilpauk,Madipakkam,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-26,04:00:00,CNR5952695174,Success,431131,Prime Sedan,Mount Road,Korattur,2.55,12.66,0,NULL,0,NULL,0,NULL,525.01,27.98,4.8,4.7
2025-05-14,07:00:00,CNR1978065475,Cancelled by Driver,866715,Bike,Perambur,Sholinganallur,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-29,18:00:00,CNR2654001046,Success,860444,Bike,Sholinganallur,Mount Road,6.27,12.74,0,NULL,0,NULL,0,NULL,787.4089435,24.49,3.8,3.6
2025-05-30,11:00:00,CNR2446264256,Cancelled by Driver,744469,Bike,Chromepet,Padi,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-21,15:00:00,CNR3640501871,Success,461271,Bike,Chromepet,Anna Nagar,9.38,7.65,0,NULL,0,NULL,0,NULL,124.8132817,25.42,4,4.4
2025-05-06,06:00:00,CNR3564268813,Success,247958,Prime Sedan,Velachery,T Nagar,5.94,2.64,0,NULL,0,NULL,0,NULL,179.1343646,5.34,4,4.1
2025-05-17,14:00:00,CNR9845701462,Success,949257,Bike,Mogappair,Perungudi,2.37,5.59,0,NULL,0,NULL,0,NULL,470.5605178,21.88,5,4.3
2025-05-24,10:00:00,CNR8196907850,Cancelled by Driver,944107,Prime Sedan,Pallavaram,Egmore,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-29,03:00:00,CNR3679713393,Cancelled by Driver,228182,Bike,Mandaveli,Manapakkam,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-17,18:00:00,CNR1046008836,Cancelled by Customer,872080,Prime Sedan,Siruseri,Guindy,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-06,11:00:00,CNR3886771851,Cancelled by Customer,808878,Prime Plus,Mount Road,Saidapet,NULL,NULL,1,Change of plans,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-05,02:00:00,CNR8130213623,Success,927566,eBike,Adyar,Vadapalani,3.28,2.69,0,NULL,0,NULL,0,NULL,928.6888435,18.44,3.7,4.4
2025-05-29,00:00:00,CNR4700472964,Success,884865,Auto,Korattur,Washermanpet,8.61,9.56,0,NULL,0,NULL,0,NULL,228.94,18.76,4.5,4.9
2025-05-21,14:00:00,CNR4805752850,Success,823052,Auto,Tambaram,Vepery,9.79,14.11,0,NULL,0,NULL,0,NULL,286.28,20.89,3.8,4.4
2025-05-05,19:00:00,CNR6249244784,Success,234941,Prime SUV,Korattur,Mandaveli,5.99,3.66,0,NULL,0,NULL,0,NULL,869.78,23.45,4.4,5
2025-05-13,15:00:00,CNR5726091197,Success,558143,Mini,Guindy,Triplicane,5.33,7.67,0,NULL,0,NULL,0,NULL,479.9747296,27.16,4.2,4.8
2025-05-26,06:00:00,CNR2096907453,Success,145454,Prime Plus,Manapakkam,Thiruvanmiyur,3.76,4.27,0,NULL,0,NULL,0,NULL,140.45,27.47,4.5,4.7
2025-05-14,18:00:00,CNR5342931695,Cancelled by Driver,670489,Prime Sedan,Ambattur,Mylapore,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,08:00:00,CNR3413890331,Incomplete,530791,Bike,Perambur,Guindy,NULL,NULL,0,NULL,0,NULL,1,Other Issue,NULL,NULL,NULL,NULL
2025-05-04,10:00:00,CNR7224972896,Success,907023,Auto,Sholinganallur,Villivakkam,7.38,4.22,0,NULL,0,NULL,0,NULL,716.3959505,13.7,3.8,4.3
2025-05-25,17:00:00,CNR5451958396,Success,404676,Bike,Avadi,Kotturpuram,2.56,14.26,0,NULL,0,NULL,0,NULL,1199.029544,25.01,4.4,4.8
2025-05-06,07:00:00,CNR6983229908,Cancelled by Customer,779143,Prime Plus,Ambattur,Semmancheri,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-26,14:00:00,CNR4096854287,Cancelled by Driver,223662,eBike,Perambur,Nungambakkam,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-29,15:00:00,CNR7348815597,Success,547793,Prime SUV,Choolaimedu,Siruseri,2.26,2.13,0,NULL,0,NULL,0,NULL,401.0784499,14.08,4.1,4.6
2025-05-24,00:00:00,CNR9768110172,Success,281646,Bike,Egmore,Kelambakkam,2.07,14.5,0,NULL,0,NULL,0,NULL,675.8445887,23.14,3.5,3.9
2025-05-08,13:00:00,CNR7370568109,Success,557084,Prime Sedan,Vepery,Choolaimedu,9.75,10.48,0,NULL,0,NULL,0,NULL,111.8010607,22.93,4.3,3.9
2025-05-18,12:00:00,CNR2640129013,Success,954282,eBike,T Nagar,Korattur,7.76,5.05,0,NULL,0,NULL,0,NULL,996.21,20.26,3.5,4.9
2025-05-05,02:00:00,CNR7256067203,Success,645780,Mini,Triplicane,T Nagar,9.41,14.92,0,NULL,0,NULL,0,NULL,636.6541376,21.38,5,4.3
2025-05-16,06:00:00,CNR4095920594,Success,638858,eBike,Mandaveli,Semmancheri,6.6,5.97,0,NULL,0,NULL,0,NULL,657.9671761,10,3.6,4.4
2025-05-25,19:00:00,CNR8169580496,Success,845241,Auto,Chromepet,Madipakkam,5.05,9.14,0,NULL,0,NULL,0,NULL,268.9911399,8.75,4.9,5
2025-05-13,14:00:00,CNR5853276399,Success,398628,Mini,Perungudi,Broadway,9.49,13.01,0,NULL,0,NULL,0,NULL,504.2546722,9.85,4.9,4.6
2025-05-14,05:00:00,CNR6118141010,Success,141862,Mini,Chromepet,Adyar,6.43,6.98,0,NULL,0,NULL,0,NULL,117.9,23.63,3.9,4.4
2025-05-05,03:00:00,CNR3430838288,Success,661989,Prime SUV,Villivakkam,Mylapore,8.12,5.34,0,NULL,0,NULL,0,NULL,613.8417371,27.57,3.5,4.3
2025-05-01,19:00:00,CNR2996960096,Success,692893,Auto,Koyambedu,Manapakkam,9.81,12.66,0,NULL,0,NULL,0,NULL,373.3053298,11.79,4.3,4
2025-05-08,19:00:00,CNR7964594853,Success,815458,eBike,Vadapalani,Egmore,4.86,3.94,0,NULL,0,NULL,0,NULL,905.89,21.36,4.8,3.6
2025-05-07,21:00:00,CNR9218852650,Success,904778,Auto,Mandaveli,Besant Nagar,4.99,7.91,0,NULL,0,NULL,0,NULL,381.7551494,16.52,3.9,4.6
2025-05-09,22:00:00,CNR3341173269,Cancelled by Driver,214398,eBike,Thiruvanmiyur,Mount Road,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-11,19:00:00,CNR4336797602,Cancelled by Driver,739249,Mini,Madipakkam,Nungambakkam,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-04,09:00:00,CNR5172259047,Cancelled by Driver,234267,Prime Sedan,Mandaveli,Manapakkam,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-02,05:00:00,CNR7337857271,Success,123560,Prime SUV,Choolaimedu,T Nagar,7.85,9.21,0,NULL,0,NULL,0,NULL,212.0097668,16.54,4.8,4.6
2025-05-11,16:00:00,CNR3736634664,Success,316612,Bike,Nungambakkam,Madipakkam,8.25,5.85,0,NULL,0,NULL,0,NULL,247.1278463,15.33,4,3.6
2025-05-28,11:00:00,CNR3904553712,Cancelled by Driver,388721,Bike,Triplicane,Avadi,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,12:00:00,CNR8568750215,Success,313799,eBike,Mandaveli,Thoraipakkam,8.05,5.09,0,NULL,0,NULL,0,NULL,532.4585106,24.76,4.3,5
2025-05-19,12:00:00,CNR9670559932,Incomplete,449264,Prime SUV,Villivakkam,Mandaveli,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-28,10:00:00,CNR1688670946,Cancelled by Customer,511208,eBike,Sholinganallur,Saidapet,NULL,NULL,1,Driver is not moving towards pickup location,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-11,20:00:00,CNR8219725809,Cancelled by Driver,745570,eBike,Chetpet,Saidapet,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-12,03:00:00,CNR6442843159,Success,769692,eBike,Korattur,Siruseri,8.15,5.17,0,NULL,0,NULL,0,NULL,557.89,9.26,4.8,4.5
2025-05-03,11:00:00,CNR4224128749,Success,419910,Prime Plus,Tambaram,Pammal,8.5,11.79,0,NULL,0,NULL,0,NULL,293.1396126,20.77,4.1,4.8
2025-05-15,12:00:00,CNR5098299316,Success,835997,Prime Sedan,Mandaveli,Nanganallur,8.54,2.18,0,NULL,0,NULL,0,NULL,123.25,26.39,4.3,4.2
2025-05-05,19:00:00,CNR8941118132,Success,369664,Prime SUV,Anna Nagar,Kelambakkam,9,5.3,0,NULL,0,NULL,0,NULL,148.4172545,24.73,4.2,4.4
2025-05-18,07:00:00,CNR8592754465,Success,653551,Bike,Adyar,Nungambakkam,8.58,7.33,0,NULL,0,NULL,0,NULL,361.5262089,16.47,4.8,4.2
2025-05-08,00:00:00,CNR2388385830,Success,535543,Prime SUV,Anna Nagar,Triplicane,9.13,12.67,0,NULL,0,NULL,0,NULL,703.3616798,22.74,4.5,4.8
2025-05-20,07:00:00,CNR6317305003,Success,861575,Auto,Kelambakkam,Kodambakkam,5.54,6.96,0,NULL,0,NULL,0,NULL,208.99,25.83,4.1,4.7
2025-05-11,09:00:00,CNR6248436207,Success,976354,Auto,Nanganallur,Semmancheri,5.04,7.88,0,NULL,0,NULL,0,NULL,245.7299734,10.97,3.6,4.1
2025-05-04,03:00:00,CNR6226218656,Success,856706,Prime SUV,Choolaimedu,Koyambedu,8.82,3.02,0,NULL,0,NULL,0,NULL,639.9280746,24.5,4.6,4
2025-05-06,12:00:00,CNR9448404206,Cancelled by Driver,745190,Mini,Kelambakkam,Parrys,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-17,01:00:00,CNR7825980489,Success,264771,Prime Plus,Perambur,Kotturpuram,9.04,9.54,0,NULL,0,NULL,0,NULL,709.0748804,21.49,4.3,4.7
2025-05-25,19:00:00,CNR8716744856,Success,666733,Prime SUV,Velachery,Washermanpet,5.04,11.91,0,NULL,0,NULL,0,NULL,383.42615,10.83,3.9,4.2
2025-05-01,07:00:00,CNR6261047589,Success,271269,Prime Sedan,Washermanpet,Madipakkam,7.28,3.56,0,NULL,0,NULL,0,NULL,591.29,4.35,3.8,4.1
2025-05-20,02:00:00,CNR7673185742,Success,242881,Prime Sedan,Pallavaram,Manapakkam,3.92,2.95,0,NULL,0,NULL,0,NULL,119.3769674,21.69,4.2,4.5
2025-05-22,15:00:00,CNR3547837328,Success,692011,eBike,Broadway,Ambattur,8.69,7.06,0,NULL,0,NULL,0,NULL,738.27,12.04,4.2,4.2
2025-05-14,18:00:00,CNR5315172679,Cancelled by Customer,327036,Auto,Padi,Anna Nagar,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,06:00:00,CNR7000115780,Success,469353,Bike,Mount Road,Chromepet,2.59,5.74,0,NULL,0,NULL,0,NULL,601.3,11,3.7,4.1
2025-05-16,21:00:00,CNR6439053022,Success,389375,Prime Sedan,Adyar,Porur,2.54,13.87,0,NULL,0,NULL,0,NULL,421.49,30,5,3.7
2025-05-23,17:00:00,CNR7280433987,Incomplete,165378,Auto,Siruseri,Choolaimedu,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-03,10:00:00,CNR5677229615,Success,943576,Prime Sedan,Avadi,Parrys,2.17,8.52,0,NULL,0,NULL,0,NULL,435.17,18.74,4.3,4.2
2025-05-12,16:00:00,CNR7631513007,Success,185162,eBike,Royapettah,Villivakkam,3.42,13.36,0,NULL,0,NULL,0,NULL,866.329187,6.28,4.4,4.3
2025-05-26,19:00:00,CNR4738403540,Success,896430,eBike,Pammal,Triplicane,3.45,4.37,0,NULL,0,NULL,0,NULL,111.96,6.98,4.9,4.3
2025-05-26,08:00:00,CNR2142737991,Success,806827,Prime Plus,Korattur,Saidapet,3.36,9.7,0,NULL,0,NULL,0,NULL,466.1424536,12.93,4.2,3.6
2025-05-05,23:00:00,CNR5191316459,Cancelled by Driver,165071,Prime SUV,Vadapalani,Washermanpet,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-12,12:00:00,CNR2816194901,Success,110228,eBike,Avadi,Kodambakkam,4.28,9.08,0,NULL,0,NULL,0,NULL,107.2907639,6.37,4.2,3.8
2025-05-03,13:00:00,CNR2664313163,Success,143700,Prime SUV,Saidapet,Washermanpet,6.4,5.19,0,NULL,0,NULL,0,NULL,321.4573307,14.22,4.9,4.8
2025-05-03,19:00:00,CNR8199748130,Success,729991,Bike,Vepery,Choolaimedu,6.3,9.76,0,NULL,0,NULL,0,NULL,683.6897939,26.59,4.5,4.8
2025-05-13,11:00:00,CNR9999992061,Success,197613,Auto,Velachery,Pammal,7.5,8.2,0,NULL,0,NULL,0,NULL,352.6752701,20.92,4,4.1
2025-05-16,14:00:00,CNR5287182970,Success,275792,Prime Plus,Saidapet,Mount Road,5.9,13.84,0,NULL,0,NULL,0,NULL,696.39,26.29,4.1,4.3
2025-05-26,05:00:00,CNR1275818363,Success,557296,Mini,Avadi,Siruseri,5.61,7.29,0,NULL,0,NULL,0,NULL,792.043522,4.78,4.7,3.8
2025-05-11,01:00:00,CNR1237313406,Cancelled by Customer,282868,eBike,Padi,Guindy,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-26,16:00:00,CNR5609185789,Success,942358,eBike,Koyambedu,Avadi,3.8,4.63,0,NULL,0,NULL,0,NULL,1128.621797,18.65,3.6,4.3
2025-05-26,05:00:00,CNR1767055241,Cancelled by Driver,852104,Prime Plus,Royapettah,Guindy,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-19,14:00:00,CNR7323282055,Success,550780,Prime SUV,Thiruvanmiyur,Tambaram,4.14,3.65,0,NULL,0,NULL,0,NULL,194.1344907,27.09,3.8,3.6
2025-05-21,12:00:00,CNR9162130330,Success,658690,Auto,Chetpet,Madipakkam,6.06,11.29,0,NULL,0,NULL,0,NULL,290.18,17.7,4.2,5
2025-05-07,12:00:00,CNR4218419217,Cancelled by Driver,796384,Auto,Choolaimedu,Aminjikarai,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-01,13:00:00,CNR2722043840,Success,580919,Prime Sedan,Anna Nagar,Mandaveli,2.65,14.81,0,NULL,0,NULL,0,NULL,812.3652436,26.09,3.8,3.7
2025-05-01,00:00:00,CNR7912702660,Cancelled by Customer,108000,Bike,Perungudi,Mylapore,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-17,15:00:00,CNR6473307968,Cancelled by Driver,687249,Auto,Pallavaram,Avadi,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-24,06:00:00,CNR1673184331,Success,275719,Mini,Pammal,Thiruvanmiyur,9.36,2.1,0,NULL,0,NULL,0,NULL,389.05,25.19,3.9,3.7
2025-05-19,04:00:00,CNR8059808660,Cancelled by Customer,996962,Prime SUV,Royapettah,Mandaveli,NULL,NULL,1,Change of plans,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-29,07:00:00,CNR2479771707,Success,356098,Prime SUV,Kodambakkam,Nungambakkam,2.8,10.07,0,NULL,0,NULL,0,NULL,899.2005284,3.57,4.5,4.5
2025-05-04,15:00:00,CNR2930067553,Success,207162,Prime Sedan,Anna Nagar,Mandaveli,6.41,10.38,0,NULL,0,NULL,0,NULL,394.48,2.93,4.3,4.4
2025-05-14,15:00:00,CNR8078026844,Cancelled by Driver,399595,eBike,Saidapet,Ashok Nagar,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,19:00:00,CNR3781822859,Success,725450,Prime Plus,Madipakkam,Adyar,2.37,13.99,0,NULL,0,NULL,0,NULL,898.0582857,23.5,3.7,3.6
2025-05-04,11:00:00,CNR3994823418,Success,432142,Prime SUV,Perungudi,Madipakkam,6,5.11,0,NULL,0,NULL,0,NULL,601.08,26.26,3.9,4.9
2025-05-22,22:00:00,CNR1640230423,Success,316365,eBike,Thoraipakkam,Thiruvanmiyur,8.49,13.35,0,NULL,0,NULL,0,NULL,382.17,7.38,3.6,3.9
2025-05-23,11:00:00,CNR1781289154,Success,904610,Prime SUV,Nanganallur,Parrys,7.31,4.74,0,NULL,0,NULL,0,NULL,187.7,6.7,5,4.4
2025-05-28,00:00:00,CNR8261801716,Success,645676,Prime Plus,Parrys,Padi,4.12,10.67,0,NULL,0,NULL,0,NULL,373.83,8.89,3.8,4.7
2025-05-10,22:00:00,CNR5025306033,Success,449545,Prime SUV,Royapettah,Triplicane,6.82,12.44,0,NULL,0,NULL,0,NULL,594.9753489,21.66,4.6,4.1
2025-05-14,01:00:00,CNR2535861301,Success,313765,Auto,Semmancheri,Adyar,9.07,2.65,0,NULL,0,NULL,0,NULL,205.2804606,22.19,4.7,5
2025-05-25,01:00:00,CNR9834499778,Cancelled by Driver,614916,eBike,Sholinganallur,Mount Road,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-07,05:00:00,CNR3397486543,Success,248283,Prime Sedan,Ashok Nagar,Ambattur,6.14,12.01,0,NULL,0,NULL,0,NULL,148.21,3.94,3.9,4.3
2025-05-20,14:00:00,CNR8051973329,Cancelled by Driver,982406,Bike,Mount Road,Choolaimedu,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-22,18:00:00,CNR2587211901,Cancelled by Driver,353621,Prime SUV,Pallavaram,Kodambakkam,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-28,06:00:00,CNR2213986978,Success,212766,Bike,Avadi,Saidapet,3.89,3.65,0,NULL,0,NULL,0,NULL,273.308466,11.25,3.8,4.4
2025-05-18,08:00:00,CNR8144509604,Success,624456,Mini,Vadapalani,Anna Nagar,9.14,12.63,0,NULL,0,NULL,0,NULL,313.7181619,8.76,3.6,3.6
2025-05-28,05:00:00,CNR8808100749,Cancelled by Customer,703800,Prime Plus,Kodambakkam,Mount Road,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-28,11:00:00,CNR6690195507,Cancelled by Driver,567069,Bike,Perambur,Washermanpet,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-07,09:00:00,CNR2385578979,Success,930495,Mini,Kilpauk,Egmore,3.9,11.69,0,NULL,0,NULL,0,NULL,528.22,7.46,4.1,4.3
2025-05-17,04:00:00,CNR2308256814,Success,389001,Auto,Ashok Nagar,Besant Nagar,3.5,11.84,0,NULL,0,NULL,0,NULL,291.82,2.14,4.3,4.3
2025-05-24,23:00:00,CNR6987292097,Success,560118,Prime Sedan,Tambaram,Kilpauk,4,8.43,0,NULL,0,NULL,0,NULL,445.38,9.66,4.7,4.9
2025-05-13,15:00:00,CNR3326758490,Success,815501,Mini,Nungambakkam,Besant Nagar,4.49,5.72,0,NULL,0,NULL,0,NULL,372.382477,3.22,3.8,4.9
2025-05-10,02:00:00,CNR2338167179,Success,950857,Bike,Porur,Besant Nagar,5.74,9.85,0,NULL,0,NULL,0,NULL,525.3009911,20.09,4,3.8
2025-05-24,18:00:00,CNR5455454672,Success,959837,eBike,Thiruvanmiyur,Egmore,2.18,6.74,0,NULL,0,NULL,0,NULL,490.7786199,4.36,4.9,4.3
2025-05-02,18:00:00,CNR2064777898,Success,275739,eBike,Egmore,Washermanpet,4.94,10.14,0,NULL,0,NULL,0,NULL,314.89,29.39,3.6,4.5
2025-05-10,19:00:00,CNR6987091086,Success,807532,Auto,Avadi,Choolaimedu,8.17,5.81,0,NULL,0,NULL,0,NULL,779.7940114,10.98,4.9,4.6
2025-05-30,23:00:00,CNR2985289955,Success,394395,Prime SUV,Vepery,Avadi,4.82,3.58,0,NULL,0,NULL,0,NULL,924.4560968,2.78,3.7,4.4
2025-05-24,07:00:00,CNR6288058530,Success,134028,Prime Sedan,Mandaveli,Ashok Nagar,4.11,9.46,0,NULL,0,NULL,0,NULL,947.624007,27.18,4.1,3.9
2025-05-24,15:00:00,CNR3575764117,Success,624056,Auto,Mogappair,Kotturpuram,5.21,2.01,0,NULL,0,NULL,0,NULL,295.887734,21.13,3.7,3.8
